0.000000;27.500113
34.292379;24.196927
68.584759;21.482884
102.877138;19.819300
137.169518;18.635587
171.461897;17.743520
205.754277;17.209033
240.046656;17.774623
274.339036;16.492612
308.631415;16.064665
342.923795;16.054657
377.216174;16.269283
411.508554;17.004095
445.800933;18.890990
480.093313;20.688941
514.385692;16.202910
548.678072;12.797374
582.970451;10.816744
617.262830;9.495889
651.555210;8.164789
720.139969;11.302808
754.432348;9.937861
788.724728;9.380713
823.017107;9.323348
857.309487;9.503116
891.601866;10.776096
925.894246;13.768686
960.186625;16.095677
994.479005;12.858458
1028.771384;10.952165
1063.063764;9.761679
1097.356143;9.048581
1131.648523;8.153399
1200.233281;8.262224
1234.525661;7.931416
1405.987558;10.235990
1440.279938;13.245109
1474.572317;11.061748
1508.864697;9.724084
1543.157076;8.984105
1577.449456;8.680564
1611.741835;8.200863
1920.373250;10.799385
1954.665630;9.461666
1988.958009;8.555722
2023.250389;8.111258
2057.542768;7.956476
2091.835148;7.944951
2126.127527;8.128600
2400.466563;8.191237
2434.758942;7.649581
2606.220840;8.256211
3086.314152;8.061511
