2.000000;-15.829157
6.000000;-16.735554
10.000000;-15.579411
14.000000;-18.447706
18.000000;-16.048666
26.000000;-17.671943
42.000000;-19.175409
50.000000;-15.087238
54.000000;-18.554796
58.000000;-13.044241
62.000000;-14.979609
66.000000;-11.892637
70.000000;-12.549942
74.000000;-11.380404
78.000000;-10.851277
82.000000;-11.474842
86.000000;-9.730663
90.000000;-12.282844
94.000000;-9.150003
98.000000;-14.142466
102.000000;-9.158530
106.000000;-18.290603
110.000000;-9.936881
118.000000;-12.055542
122.000000;-20.475998
126.000000;-19.778587
134.000000;-13.831431
138.000000;-14.323621
142.000000;-11.053647
146.000000;-11.202832
150.000000;-10.502775
154.000000;-9.853993
158.000000;-11.468781
162.000000;-9.969691
166.000000;-14.414776
170.000000;-12.353178
178.000000;-18.250809
186.000000;-10.467499
190.000000;-19.446695
194.000000;-8.877968
198.000000;-14.276093
202.000000;-9.563661
206.000000;-13.805944
210.000000;-13.796801
218.000000;-14.400682
222.000000;-11.899954
226.000000;-11.198608
230.000000;-9.435429
234.000000;-12.290680
238.000000;-10.271447
242.000000;-18.517584
250.000000;-20.300039
254.000000;-9.812050
258.000000;-20.940430
262.000000;-8.740889
266.000000;-15.312296
270.000000;-12.448936
278.000000;-12.360556
282.000000;-11.782644
286.000000;-9.813970
290.000000;-10.237022
294.000000;-13.050013
298.000000;-17.468700
302.000000;-15.617286
306.000000;-9.812267
310.000000;-14.207346
314.000000;-8.986710
330.000000;-8.918846
334.000000;-13.375583
338.000000;-10.332623
342.000000;-17.367600
346.000000;-12.942698
350.000000;-10.862277
354.000000;-10.135075
358.000000;-10.489463
362.000000;-20.853112
366.000000;-12.263204
370.000000;-13.548732
374.000000;-8.498597
390.000000;-8.353821
394.000000;-13.436990
398.000000;-15.210773
402.000000;-14.911025
406.000000;-9.402348
410.000000;-9.895258
414.000000;-15.215091
418.000000;-13.460433
422.000000;-11.972648
426.000000;-8.544821
434.000000;-11.869941
442.000000;-8.617859
446.000000;-16.710474
450.000000;-10.376265
454.000000;-10.683992
458.000000;-10.778665
466.000000;-10.521000
470.000000;-8.431672
478.000000;-10.253949
482.000000;-19.200155
486.000000;-9.885733
494.000000;-7.865886
498.000000;-10.939256
502.000000;-14.311895
506.000000;-9.163248
510.000000;-11.580254
518.000000;-12.619724
522.000000;-8.005978
526.000000;-14.880881
530.000000;-7.074988
534.000000;-10.100950
538.000000;-10.044560
542.000000;-7.483678
546.000000;-19.178854
550.000000;-7.944535
554.000000;-15.368061
558.000000;-13.164780
562.000000;-10.068881
566.000000;-12.962838
570.000000;-9.328033
574.000000;-12.619895
578.000000;-12.937991
582.000000;-17.536581
586.000000;-13.499631
590.000000;-10.532643
594.000000;-10.158498
598.000000;-10.057155
602.000000;-11.213158
606.000000;-13.383168
614.000000;-14.863751
618.000000;-11.632826
622.000000;-10.155458
626.000000;-9.361225
630.000000;-9.009831
634.000000;-8.955288
638.000000;-9.140626
642.000000;-9.517093
646.000000;-10.060323
650.000000;-10.747496
654.000000;-11.565024
658.000000;-12.499998
662.000000;-13.543681
666.000000;-14.687819
670.000000;-15.926282
674.000000;-17.253325
678.000000;-18.664389
682.000000;-20.155226
