0.000000 30.000000
0.000045 30.002178
0.000091 30.004354
0.000136 30.006533
0.000181 30.008711
0.000227 30.010891
0.000272 30.013069
0.000317 30.015247
0.000363 30.017426
0.000408 30.019608
0.000454 30.021788
0.000499 30.023970
0.000544 30.026152
0.000590 30.028334
0.000635 30.030516
0.000680 30.032700
0.000726 30.034882
0.000771 30.037066
0.000816 30.039248
0.000862 30.041433
0.000907 30.043617
0.000952 30.045803
0.000998 30.047989
0.001043 30.050175
0.001088 30.052361
0.001134 30.054548
0.001179 30.056736
0.001224 30.058922
0.001270 30.061111
0.001315 30.063301
0.001361 30.065489
0.001406 30.067677
0.001451 30.069866
0.001497 30.072056
0.001542 30.074245
0.001587 30.076437
0.001633 30.078629
0.001678 30.080820
0.001723 30.083012
0.001769 30.085205
0.001814 30.087399
0.001859 30.089592
0.001905 30.091785
0.001950 30.093979
0.001995 30.096176
0.002041 30.098368
0.002086 30.100563
0.002132 30.102758
0.002177 30.104956
0.002222 30.107151
0.002268 30.109348
0.002313 30.111546
0.002358 30.113743
0.002404 30.115944
0.002449 30.118139
0.002494 30.120338
0.002540 30.122540
0.002585 30.124739
0.002630 30.126938
0.002676 30.129139
0.002721 30.131342
0.002766 30.133541
0.002812 30.135742
0.002857 30.137943
0.002902 30.140148
0.002948 30.142349
0.002993 30.144554
0.003039 30.146759
0.003084 30.148964
0.003129 30.151167
0.003175 30.153372
0.003220 30.155579
0.003265 30.157784
0.003311 30.159988
0.003356 30.162197
0.003401 30.164402
0.003447 30.166611
0.003492 30.168819
0.003537 30.171028
0.003583 30.173237
0.003628 30.175446
0.003673 30.177654
0.003719 30.179863
0.003764 30.182076
0.003810 30.184282
0.003855 30.186495
0.003900 30.188707
0.003946 30.190920
0.003991 30.193132
0.004036 30.195347
0.004082 30.197559
0.004127 30.199772
0.004172 30.201984
0.004218 30.204201
0.004263 30.206413
0.004308 30.208630
0.004354 30.210846
0.004399 30.213062
0.004444 30.215279
0.004490 30.217495
0.004535 30.219711
0.004581 30.221930
0.004626 30.224148
0.004671 30.226368
0.004717 30.228586
0.004762 30.230804
0.004807 30.233023
0.004853 30.235245
0.004898 30.237465
0.004943 30.239685
0.004989 30.241905
0.005034 30.244129
0.005079 30.246351
0.005125 30.248573
0.005170 30.250795
0.005215 30.253021
0.005261 30.255245
0.005306 30.257469
0.005351 30.259693
0.005397 30.261917
0.005442 30.264143
0.005488 30.266367
0.005533 30.268597
0.005578 30.270821
0.005624 30.273048
0.005669 30.275276
0.005714 30.277504
0.005760 30.279734
0.005805 30.281961
0.005850 30.284191
0.005896 30.286419
0.005941 30.288651
0.005986 30.290880
0.006032 30.293110
0.006077 30.295341
0.006122 30.297573
0.006168 30.299805
0.006213 30.302036
0.006259 30.304272
0.006304 30.306503
0.006349 30.308739
0.006395 30.310970
0.006440 30.313206
0.006485 30.315441
0.006531 30.317677
0.006576 30.319912
0.006621 30.322149
0.006667 30.324385
0.006712 30.326622
0.006757 30.328857
0.006803 30.331097
0.006848 30.333336
0.006893 30.335575
0.006939 30.337811
0.006984 30.340054
0.007029 30.342293
0.007075 30.344532
0.007120 30.346771
0.007166 30.349014
0.007211 30.351254
0.007256 30.353497
0.007302 30.355740
0.007347 30.357983
0.007392 30.360226
0.007438 30.362467
0.007483 30.364712
0.007528 30.366957
0.007574 30.369202
0.007619 30.371449
0.007664 30.373692
0.007710 30.375937
0.007755 30.378185
0.007800 30.380430
0.007846 30.382679
0.007891 30.384926
0.007937 30.387175
0.007982 30.389423
0.008027 30.391670
0.008073 30.393919
0.008118 30.396172
0.008163 30.398422
0.008209 30.400671
0.008254 30.402922
0.008299 30.405172
0.008345 30.407425
0.008390 30.409678
0.008435 30.411930
0.008481 30.414183
0.008526 30.416437
0.008571 30.418692
0.008617 30.420944
0.008662 30.423199
0.008708 30.425457
0.008753 30.427711
0.008798 30.429966
0.008844 30.432220
0.008889 30.434479
0.008934 30.436737
0.008980 30.438992
0.009025 30.441254
0.009070 30.443510
0.009116 30.445770
0.009161 30.448027
0.009206 30.450287
0.009252 30.452547
0.009297 30.454807
0.009342 30.457069
0.009388 30.459332
0.009433 30.461592
0.009478 30.463852
0.009524 30.466118
0.009569 30.468380
0.009615 30.470642
0.009660 30.472904
0.009705 30.475170
0.009751 30.477434
0.009796 30.479702
0.009841 30.481968
0.009887 30.484230
0.009932 30.486500
0.009977 30.488764
0.010023 30.491032
0.010068 30.493299
0.010113 30.495567
0.010159 30.497835
0.010204 30.500103
0.010249 30.502373
0.010295 30.504642
0.010340 30.506912
0.010386 30.509182
0.010431 30.511452
0.010476 30.513725
0.010522 30.515999
0.010567 30.518269
0.010612 30.520542
0.010658 30.522816
0.010703 30.525089
0.010748 30.527359
0.010794 30.529636
0.010839 30.531908
0.010884 30.534185
0.010930 30.536461
0.010975 30.538736
0.011020 30.541014
0.011066 30.543291
